date,type,y
2017-01-27,A,-15.551909142857143
2017-01-27,C,-17.569989714285715
2017-01-27,E,-15.432717
2017-01-27,G,-15.982193714285714
2017-01-27,H,-1.5878631428571433
2017-01-27,J,245.35262857142857
2017-01-27,U,26.39113171428574
2017-01-28,A,-15.203348428571429
2017-01-28,C,-17.550953857142858
2017-01-28,E,-15.33546257142857
2017-01-28,G,-14.883015142857143
2017-01-28,H,-4.030313285714276
2017-01-28,J,220.84534285714287
2017-01-28,U,26.72744214285714
2017-01-29,A,-14.935047714285716
2017-01-29,C,-17.507110571428573
2017-01-29,E,-15.179078285714285
2017-01-29,G,-14.682827428571427
2017-01-29,H,6.486615714285692
2017-01-29,J,202.8886714285716
2017-01-29,U,36.40547314285714
2017-01-30,A,-15.034463142857144
2017-01-30,C,-17.501877
2017-01-30,E,-14.631139
2017-01-30,G,-14.446053142857142
2017-01-30,H,17.886687857142864
2017-01-30,J,304.80565714285706
2017-01-30,U,37.422844999999974
2017-01-31,A,-13.943561285714285
2017-01-31,C,-17.516745714285715
2017-01-31,E,-14.401850285714287
2017-01-31,G,-13.99970285714286
2017-01-31,H,24.491251857142856
2017-01-31,J,444.50074285714294
2017-01-31,U,49.67287771428569
2017-02-01,A,-11.974580857142858
2017-02-01,C,-17.512444
2017-02-01,E,-13.12216214285714
2017-02-01,G,-13.685805857142856
2017-02-01,H,29.97029257142856
2017-02-01,J,496.96971428571436
2017-02-01,U,57.889254999999984
2017-02-02,A,-11.36720385714286
2017-02-02,C,-17.47916857142857
2017-02-02,E,-12.634204999999996
2017-02-02,G,-13.215783714285717
2017-02-02,H,41.84850314285721
2017-02-02,J,543.8248999999998
2017-02-02,U,66.70741857142853
2017-02-03,A,-8.067865428571421
2017-02-03,C,-17.485217857142857
2017-02-03,E,-9.690805857142854
2017-02-03,G,-12.202924857142856
2017-02-03,H,90.02192171428577
2017-02-03,J,753.5624571428572
2017-02-03,U,86.6735687142857
2017-02-04,A,-8.22187185714286
2017-02-04,C,-17.429970142857144
2017-02-04,E,-9.835838714285714
2017-02-04,G,-10.954454000000004
2017-02-04,H,96.72855657142857
2017-02-04,J,690.3558285714286
2017-02-04,U,101.78480585714286
2017-02-05,A,-9.490510428571431
2017-02-05,C,-17.40420185714286
2017-02-05,E,-11.524531714285711
2017-02-05,G,-12.583074285714286
2017-02-05,H,89.58572499999998
2017-02-05,J,683.8333142857143
2017-02-05,U,95.58674571428568
2017-02-06,A,6.669411428571428
2017-02-06,C,-17.344771142857144
2017-02-06,E,-7.101444714285713
2017-02-06,G,-12.74342
2017-02-06,H,104.01501142857147
2017-02-06,J,1057.8778142857143
2017-02-06,U,106.44765885714284
2017-02-07,A,-3.220659285714283
2017-02-07,C,-17.37472914285714
2017-02-07,E,-6.825741000000006
2017-02-07,G,-12.76513485714285
2017-02-07,H,116.37540900000003
2017-02-07,J,993.1760285714283
2017-02-07,U,107.4947051428571
2017-02-08,A,4.48245328571429
2017-02-08,C,-17.405361
2017-02-08,E,-4.801880285714296
2017-02-08,G,-13.021451999999998
2017-02-08,H,147.68666914285723
2017-02-08,J,990.0688428571427
2017-02-08,U,110.84035085714287
2017-02-09,A,-3.826422571428566
2017-02-09,C,-17.43042
2017-02-09,E,-3.3987012857142878
2017-02-09,G,-13.120411857142857
2017-02-09,H,146.19648528571443
2017-02-09,J,1170.9033142857147
2017-02-09,U,124.28170471428577
2017-02-10,A,-7.633292571428577
2017-02-10,C,-17.461214857142856
2017-02-10,E,-6.808236285714282
2017-02-10,G,-13.174919285714285
2017-02-10,H,122.5171464285714
2017-02-10,J,919.6357285714287
2017-02-10,U,108.60138214285712
2017-02-11,A,-10.19439728571429
2017-02-11,C,-17.476226285714286
2017-02-11,E,-10.385027428571432
2017-02-11,G,-12.346357428571425
2017-02-11,H,87.3402715714285
2017-02-11,J,773.1490285714287
2017-02-11,U,96.08084057142862
2017-02-12,A,-10.780140571428571
2017-02-12,C,-17.474862857142856
2017-02-12,E,-10.780242142857135
2017-02-12,G,-13.119167571428573
2017-02-12,H,78.70884828571425
2017-02-12,J,761.0954857142854
2017-02-12,U,91.73580685714282
2017-02-13,A,-8.97512942857143
2017-02-13,C,-17.42559957142857
2017-02-13,E,-7.773361857142851
2017-02-13,G,-13.062154142857144
2017-02-13,H,89.36724728571433
2017-02-13,J,747.8060714285718
2017-02-13,U,101.40818799999991
2017-02-14,A,-1.067091571428571
2017-02-14,C,-17.434685714285713
2017-02-14,E,-7.818893714285713
2017-02-14,G,-12.039279428571424
2017-02-14,H,138.24924714285717
2017-02-14,J,879.9276999999995
2017-02-14,U,118.85923528571429
2017-02-15,A,-5.576977428571429
2017-02-15,C,-17.354810714285716
2017-02-15,E,-8.774863142857138
2017-02-15,G,-12.196772142857142
2017-02-15,H,118.2072889999999
2017-02-15,J,1020.3059000000001
2017-02-15,U,94.70808014285714
2017-02-16,A,-8.24849885714286
2017-02-16,C,-17.401933857142858
2017-02-16,E,-10.589767142857145
2017-02-16,G,-11.812877428571428
2017-02-16,H,102.17006542857143
2017-02-16,J,888.316428571429
2017-02-16,U,97.20569371428573
2017-02-17,A,-3.1872194285714324
2017-02-17,C,-17.479413142857144
2017-02-17,E,-11.285724714285715
2017-02-17,G,-12.91937957142857
2017-02-17,H,79.32095500000001
2017-02-17,J,796.2863571428568
2017-02-17,U,96.26909514285714
2017-02-18,A,-9.049100285714289
2017-02-18,C,-17.471593285714285
2017-02-18,E,-11.941371142857141
2017-02-18,G,-13.815784285714289
2017-02-18,H,72.29069185714286
2017-02-18,J,617.4163285714283
2017-02-18,U,77.14474357142858
2017-02-19,A,-10.178954571428566
2017-02-19,C,-17.48183757142857
2017-02-19,E,-12.521439999999998
2017-02-19,G,-13.385185000000003
2017-02-19,H,76.75651685714287
2017-02-19,J,757.415828571428
2017-02-19,U,76.67637600000005
2017-02-20,A,-4.782167428571427
2017-02-20,C,-17.45831257142857
2017-02-20,E,-9.042677714285718
2017-02-20,G,-12.91222557142857
2017-02-20,H,78.06715171428571
2017-02-20,J,947.5096999999995
2017-02-20,U,89.62594071428573
2017-02-21,A,-7.985122428571428
2017-02-21,C,-17.425186857142858
2017-02-21,E,-8.27734257142858
2017-02-21,G,-13.026998714285712
2017-02-21,H,78.73693528571434
2017-02-21,J,900.5576428571422
2017-02-21,U,103.73775357142857
2017-02-22,A,0.2612245714285584
2017-02-22,C,-17.279769714285713
2017-02-22,E,-8.092389
2017-02-22,G,-12.80342285714286
2017-02-22,H,96.88294985714285
2017-02-22,J,993.8494714285715
2017-02-22,U,111.42060442857135
2017-02-23,A,-2.8560192857142845
2017-02-23,C,-17.451227285714285
2017-02-23,E,-10.010675999999995
2017-02-23,G,-12.787210285714284
2017-02-23,H,85.70778771428569
2017-02-23,J,779.8160000000001
2017-02-23,U,95.35879642857142
2017-02-24,A,-5.455140285714285
2017-02-24,C,-17.437220714285715
2017-02-24,E,-10.55782585714285
2017-02-24,G,-13.810958999999997
2017-02-24,H,73.03664742857143
2017-02-24,J,719.5913999999996
2017-02-24,U,95.27115828571415
2017-02-25,A,-10.415197571428576
2017-02-25,C,-17.427438714285714
2017-02-25,E,-12.78442542857143
2017-02-25,G,-13.848702999999999
2017-02-25,H,74.50256885714285
2017-02-25,J,553.0784142857141
2017-02-25,U,70.62965442857147
2017-02-26,A,-11.240304142857147
2017-02-26,C,-17.483567714285716
2017-02-26,E,-11.733801714285716
2017-02-26,G,-13.983660857142857
2017-02-26,H,71.92287228571425
2017-02-26,J,643.8124285714288
2017-02-26,U,74.33025557142864
2017-02-27,A,-7.1512915714285725
2017-02-27,C,-17.484453
2017-02-27,E,-9.03053471428572
2017-02-27,G,-13.634282714285714
2017-02-27,H,94.7544831428572
2017-02-27,J,808.8264857142865
2017-02-27,U,81.85611999999993
2017-02-28,A,-6.533837428571429
2017-02-28,C,-17.406545142857144
2017-02-28,E,-9.36456
2017-02-28,G,-11.371454285714284
2017-02-28,H,91.38737014285714
2017-02-28,J,766.8511714285709
2017-02-28,U,89.5456772857143
2017-03-01,A,-8.877487428571422
2017-03-01,C,-17.43890114285714
2017-03-01,E,-10.979915285714286
2017-03-01,G,-13.260691285714287
2017-03-01,H,85.9740288571429
2017-03-01,J,706.4921571428573
2017-03-01,U,83.74190914285712
2017-03-02,A,-9.721753285714287
2017-03-02,C,-17.50174457142857
2017-03-02,E,-12.847204571428572
2017-03-02,G,-12.609862428571432
2017-03-02,H,63.54044485714284
2017-03-02,J,696.2828000000002
2017-03-02,U,82.66293671428573
2017-03-03,A,-11.316587428571424
2017-03-03,C,-17.51898314285714
2017-03-03,E,-12.628839714285714
2017-03-03,G,-11.980932428571425
2017-03-03,H,36.07082942857145
2017-03-03,J,472.0345571428573
2017-03-03,U,75.44988799999994
2017-03-04,A,-12.25373642857143
2017-03-04,C,-17.532986142857144
2017-03-04,E,-12.895201000000002
2017-03-04,G,-13.72064
2017-03-04,H,35.06499071428573
2017-03-04,J,428.84592857142854
2017-03-04,U,52.106237428571376
2017-03-05,A,-13.758200285714285
2017-03-05,C,-17.527120571428572
2017-03-05,E,-13.267784000000004
2017-03-05,G,-13.58528842857143
2017-03-05,H,36.91960257142856
2017-03-05,J,414.16835714285713
2017-03-05,U,48.97622228571426
2017-03-06,A,21.645406857142852
2017-03-06,C,-17.074164857142858
2017-03-06,E,13.018495142857164
2017-03-06,G,-8.786005142857142
2017-03-06,H,417.25138742857155
2017-03-06,J,4004.5232142857117
2017-03-06,U,161.19245457142856
2017-03-07,A,2.3343869999999884
2017-03-07,C,-17.217323857142855
2017-03-07,E,-1.6250049999999976
2017-03-07,G,-9.231434857142855
2017-03-07,H,207.953473142857
2017-03-07,J,1850.1443285714288
2017-03-07,U,176.42605000000012
2017-03-08,A,6.64022628571429
2017-03-08,C,-17.257826428571427
2017-03-08,E,2.5717591428571405
2017-03-08,G,-9.326329
2017-03-08,H,258.0541347142858
2017-03-08,J,2257.7869999999994
2017-03-08,U,169.38704685714262
2017-03-09,A,-10.073915142857137
2017-03-09,C,-17.448292857142857
2017-03-09,E,-11.001016857142856
2017-03-09,G,-12.764055428571424
2017-03-09,H,64.86557699999996
2017-03-09,J,497.3871285714287
2017-03-09,U,78.29017785714291
2017-03-10,A,-10.589116142857142
2017-03-10,C,-17.463861857142856
2017-03-10,E,-10.775266428571422
2017-03-10,G,-12.560057571428572
2017-03-10,H,61.27533457142855
2017-03-10,J,439.7079714285713
2017-03-10,U,76.8337841428571
2017-03-11,A,-12.155347857142855
2017-03-11,C,-17.401398571428572
2017-03-11,E,-13.093221
2017-03-11,G,-13.638996571428569
2017-03-11,H,61.22431171428569
2017-03-11,J,414.8088571428569
2017-03-11,U,54.247154857142824
2017-03-12,A,-11.252034857142856
2017-03-12,C,-17.474536142857144
2017-03-12,E,-12.849061857142857
2017-03-12,G,-12.784490142857143
2017-03-12,H,62.53153157142851
2017-03-12,J,460.55111428571433
2017-03-12,U,66.97592128571432
2017-03-13,A,-10.739489857142859
2017-03-13,C,-17.36560485714286
2017-03-13,E,-11.52200385714286
2017-03-13,G,-13.116428999999998
2017-03-13,H,66.03627857142858
2017-03-13,J,491.0856
2017-03-13,U,61.762469000000046
2017-03-14,A,-10.984675714285714
2017-03-14,C,-17.474656
2017-03-14,E,-10.555627428571427
2017-03-14,G,-13.662822571428569
2017-03-14,H,68.25922271428564
2017-03-14,J,562.742585714286
2017-03-14,U,61.78383700000001
2017-03-15,A,-7.209859285714292
2017-03-15,C,-17.30967957142857
2017-03-15,E,-10.163361285714283
2017-03-15,G,-12.701153999999999
2017-03-15,H,63.39114328571426
2017-03-15,J,573.7716285714287
2017-03-15,U,58.11552699999998
2017-03-16,A,-9.582784142857141
2017-03-16,C,-17.436550142857143
2017-03-16,E,-11.83059442857143
2017-03-16,G,-11.848384999999999
2017-03-16,H,66.86780999999998
2017-03-16,J,509.499257142857
2017-03-16,U,58.799433285714336
2017-03-17,A,-8.182188
2017-03-17,C,-17.490314857142856
2017-03-17,E,-10.136595999999997
2017-03-17,G,-12.835658285714286
2017-03-17,H,73.290237
2017-03-17,J,472.2142571428571
2017-03-17,U,63.23248714285713
2017-03-18,A,-10.928675714285713
2017-03-18,C,-17.415335714285714
2017-03-18,E,-12.068567999999999
2017-03-18,G,-13.815080857142856
2017-03-18,H,46.20767757142861
2017-03-18,J,400.50072857142834
2017-03-18,U,53.84374699999999
2017-03-19,A,-11.937633714285719
2017-03-19,C,-17.487995571428574
2017-03-19,E,-12.735212714285714
2017-03-19,G,-14.090124857142857
2017-03-19,H,42.52372628571426
2017-03-19,J,353.60439999999977
2017-03-19,U,52.345422428571474
2017-03-20,A,-8.825110714285717
2017-03-20,C,-17.494176
2017-03-20,E,-11.047349571428569
2017-03-20,G,-13.088148142857145
2017-03-20,H,67.69706485714282
2017-03-20,J,455.8099142857142
2017-03-20,U,57.66625271428571
2017-03-21,A,-7.638624428571428
2017-03-21,C,-17.44015214285714
2017-03-21,E,-8.193981571428571
2017-03-21,G,-12.246399285714281
2017-03-21,H,121.89568642857141
2017-03-21,J,910.7152142857146
2017-03-21,U,74.07265057142855
2017-03-22,A,-5.822915714285707
2017-03-22,C,-17.218810714285716
2017-03-22,E,-9.079432571428569
2017-03-22,G,-12.189854428571428
2017-03-22,H,103.84837328571439
2017-03-22,J,758.884314285715
2017-03-22,U,68.87544400000003
2017-03-23,A,-7.673641285714287
2017-03-23,C,-17.430570857142857
2017-03-23,E,-9.83201814285714
2017-03-23,G,-12.89023042857143
2017-03-23,H,88.36786999999995
2017-03-23,J,683.0394
2017-03-23,U,60.47836857142857
2017-03-24,A,-7.85975857142857
2017-03-24,C,-17.415681
2017-03-24,E,-10.578962142857145
2017-03-24,G,-12.57602
2017-03-24,H,75.09940242857138
2017-03-24,J,546.6214714285717
2017-03-24,U,53.1838742857143
2017-03-25,A,-11.30020414285714
2017-03-25,C,-17.488536857142858
2017-03-25,E,-12.988238428571432
2017-03-25,G,-13.602669428571428
2017-03-25,H,49.898605142857114
2017-03-25,J,428.8051428571428
2017-03-25,U,48.86460714285715
2017-03-26,A,-12.116962999999998
2017-03-26,C,-17.48992242857143
2017-03-26,E,-12.432063714285713
2017-03-26,G,-13.498128999999997
2017-03-26,H,43.05891185714284
2017-03-26,J,287.4772714285715
2017-03-26,U,42.1050282857143
2017-03-27,A,-7.603045142857137
2017-03-27,C,-17.523079714285714
2017-03-27,E,-11.11816514285714
2017-03-27,G,-13.698267714285715
2017-03-27,H,42.646369428571425
2017-03-27,J,409.0455285714283
2017-03-27,U,48.37252857142855
2017-03-28,A,10.915453571428584
2017-03-28,C,-17.407186
2017-03-28,E,-9.707259714285716
2017-03-28,G,-13.171531571428574
2017-03-28,H,73.68651742857143
2017-03-28,J,526.5756571428568
2017-03-28,U,67.15401657142858
2017-03-29,A,-5.179681285714277
2017-03-29,C,-17.468878285714286
2017-03-29,E,-10.314874857142854
2017-03-29,G,-12.821631000000002
2017-03-29,H,73.38303585714284
2017-03-29,J,644.1680000000005
2017-03-29,U,65.78823571428578
2017-03-30,A,-9.485514571428569
2017-03-30,C,-17.419871285714287
2017-03-30,E,-11.04945271428571
2017-03-30,G,-13.069422714285711
2017-03-30,H,73.87511300000007
2017-03-30,J,625.5161142857144
2017-03-30,U,56.5044834285714
2017-03-31,A,-10.955291714285712
2017-03-31,C,-17.236126000000002
2017-03-31,E,-8.622918857142857
2017-03-31,G,-13.059961857142858
2017-03-31,H,61.4946414285714
2017-03-31,J,576.0502142857142
2017-03-31,U,55.97380228571433
2017-04-01,A,-11.184872285714286
2017-04-01,C,-17.44728885714286
2017-04-01,E,-10.310728
2017-04-01,G,-13.248491714285715
2017-04-01,H,51.349505428571426
2017-04-01,J,519.9140428571432
2017-04-01,U,60.956728857142835
2017-04-02,A,-12.328006714285712
2017-04-02,C,-17.235628285714288
2017-04-02,E,-12.908353
2017-04-02,G,-14.081644857142859
2017-04-02,H,43.822219428571444
2017-04-02,J,404.5768285714286
2017-04-02,U,51.067495999999984
2017-04-03,A,-12.094540428571431
2017-04-03,C,-17.138156
2017-04-03,E,-12.995537428571428
2017-04-03,G,-14.106480571428571
2017-04-03,H,48.67522214285713
2017-04-03,J,478.9761428571427
2017-04-03,U,52.50861328571432
2017-04-04,A,-11.029029571428572
2017-04-04,C,-17.453986
2017-04-04,E,-13.075124285714287
2017-04-04,G,-13.882609285714286
2017-04-04,H,54.369403714285745
2017-04-04,J,503.8729000000003
2017-04-04,U,58.6474142857143
2017-04-05,A,-6.482066142857145
2017-04-05,C,-17.34858142857143
2017-04-05,E,-8.593417
2017-04-05,G,-13.026324285714285
2017-04-05,H,73.57607357142861
2017-04-05,J,592.0616857142858
2017-04-05,U,65.46991457142856
2017-04-06,A,-7.845129285714281
2017-04-06,C,-17.351710857142855
2017-04-06,E,-9.560138999999998
2017-04-06,G,-13.18467442857143
2017-04-06,H,77.24632299999999
2017-04-06,J,688.7684285714286
2017-04-06,U,67.43901000000002
2017-04-07,A,-7.170859285714284
2017-04-07,C,-17.340540142857144
2017-04-07,E,-9.844008285714292
2017-04-07,G,-13.697016142857143
2017-04-07,H,63.01902585714283
2017-04-07,J,609.7963714285712
2017-04-07,U,67.19795471428573
2017-04-08,A,-10.48452328571429
2017-04-08,C,-17.472602714285713
2017-04-08,E,-12.511426428571426
2017-04-08,G,-13.48146442857143
2017-04-08,H,55.62893728571429
2017-04-08,J,593.3843142857143
2017-04-08,U,59.77928471428572
2017-04-09,A,-12.145939571428572
2017-04-09,C,-17.479050714285712
2017-04-09,E,-12.890398428571432
2017-04-09,G,-13.794198428571425
2017-04-09,H,52.75179228571426
2017-04-09,J,586.3458285714285
2017-04-09,U,55.67659157142857
2017-04-10,A,-4.722600857142859
2017-04-10,C,-17.14557757142857
2017-04-10,E,-5.999422000000005
2017-04-10,G,-12.302884857142857
2017-04-10,H,90.94029028571428
2017-04-10,J,890.0847571428573
2017-04-10,U,85.09680714285716
2017-04-11,A,-7.5325997142857135
2017-04-11,C,-17.309429714285717
2017-04-11,E,-6.515211000000002
2017-04-11,G,-12.716462857142858
2017-04-11,H,76.35397985714283
2017-04-11,J,799.4910857142852
2017-04-11,U,75.37798628571423
2017-04-12,A,-7.507352285714286
2017-04-12,C,-17.47098257142857
2017-04-12,E,-9.481749857142855
2017-04-12,G,-13.322273428571426
2017-04-12,H,75.25202071428568
2017-04-12,J,609.4678857142857
2017-04-12,U,58.42285285714286
2017-04-13,A,-7.092430142857135
2017-04-13,C,-17.39519042857143
2017-04-13,E,-10.58520657142857
2017-04-13,G,-11.564561142857146
2017-04-13,H,68.28490857142859
2017-04-13,J,721.3980142857141
2017-04-13,U,92.52506571428572
2017-04-14,A,-9.884737142857137
2017-04-14,C,-17.40423385714286
2017-04-14,E,-10.895114142857148
2017-04-14,G,-9.87635985714285
2017-04-14,H,58.886707
2017-04-14,J,456.76411428571436
2017-04-14,U,75.91520714285714
2017-04-15,A,-12.404501857142858
2017-04-15,C,-17.488443
2017-04-15,E,-13.157409142857142
2017-04-15,G,-12.334370571428574
2017-04-15,H,49.06750585714286
2017-04-15,J,581.5139285714287
2017-04-15,U,66.2410175714285
2017-04-16,A,-12.072389714285714
2017-04-16,C,-17.304463000000002
2017-04-16,E,-12.539004571428572
2017-04-16,G,-12.584289999999998
2017-04-16,H,65.19566599999999
2017-04-16,J,677.6535857142854
2017-04-16,U,53.81165342857149
2017-04-17,A,-8.191565142857142
2017-04-17,C,-17.312053
2017-04-17,E,-10.712827857142859
2017-04-17,G,-12.223313714285714
2017-04-17,H,60.584200285714296
2017-04-17,J,723.1534428571429
2017-04-17,U,64.939464
2017-04-18,A,-11.294554000000002
2017-04-18,C,-17.42760157142857
2017-04-18,E,-1.5006865714285575
2017-04-18,G,-12.745130428571429
2017-04-18,H,85.64464399999999
2017-04-18,J,756.1643714285716
2017-04-18,U,71.67356371428569
2017-04-19,A,-8.596560857142856
2017-04-19,C,-17.292031285714284
2017-04-19,E,-2.9079867142857205
2017-04-19,G,-13.918527428571428
2017-04-19,H,130.6877664285715
2017-04-19,J,677.1892428571427
2017-04-19,U,68.4050044285714
2017-04-20,A,-4.938866142857143
2017-04-20,C,-17.462828857142856
2017-04-20,E,-4.750627571428562
2017-04-20,G,-13.69029242857143
2017-04-20,H,101.78121614285722
2017-04-20,J,657.0069714285712
2017-04-20,U,73.96419671428566
2017-04-21,A,-7.648585571428569
2017-04-21,C,-17.456955142857144
2017-04-21,E,-3.818837857142861
2017-04-21,G,-13.800668000000002
2017-04-21,H,84.3494332857143
2017-04-21,J,476.3866571428572
2017-04-21,U,66.22127442857149
2017-04-22,A,-12.92115057142857
2017-04-22,C,-17.506681285714286
2017-04-22,E,-10.974071714285719
2017-04-22,G,-14.742732714285713
2017-04-22,H,53.04590614285716
2017-04-22,J,422.7000857142857
2017-04-22,U,55.71447042857142
2017-04-23,A,-13.231295285714285
2017-04-23,C,-17.435136142857143
2017-04-23,E,-11.78277485714286
2017-04-23,G,-14.581975571428574
2017-04-23,H,55.15367657142857
2017-04-23,J,438.0895714285712
2017-04-23,U,55.25767471428575
2017-04-24,A,-2.8524007142857215
2017-04-24,C,-17.318992714285717
2017-04-24,E,-7.396415571428577
2017-04-24,G,-13.358622714285717
2017-04-24,H,131.38362000000006
2017-04-24,J,752.0169142857142
2017-04-24,U,70.94632257142857
2017-04-25,A,-5.765225142857146
2017-04-25,C,-17.440442285714287
2017-04-25,E,-10.013784428571427
